epoch,accuracy,auc,learning_rate,loss,val_accuracy,val_auc,val_loss
62,1.0,0.9999999403953552,1.5625000742147677e-05,0.00443577254191041,0.9666666388511658,0.9980208277702332,0.058083418756723404
63,1.0,0.9999999403953552,1.5625000742147677e-05,0.0044260877184569836,0.9666666388511658,0.9980208277702332,0.05803925544023514
64,1.0,0.9999999403953552,1.5625000742147677e-05,0.00441660126671195,0.9666666388511658,0.9980208277702332,0.058027733117341995
65,1.0,0.9999999403953552,1.5625000742147677e-05,0.004407153464853764,0.9666666388511658,0.9980208277702332,0.0579717792570591
66,1.0,0.9999999403953552,1.5625000742147677e-05,0.00439723813906312,0.9666666388511658,0.9980208277702332,0.057919491082429886
67,1.0,0.9999999403953552,1.5625000742147677e-05,0.004388109780848026,0.9666666388511658,0.9980208277702332,0.05791661515831947
68,1.0,0.9999999403953552,1.5625000742147677e-05,0.004378234967589378,0.9666666388511658,0.9980208277702332,0.05786185711622238
69,1.0,0.9999999403953552,1.5625000742147677e-05,0.004368535242974758,0.9666666388511658,0.9980208277702332,0.05778592452406883
70,1.0,1.0,1.5625000742147677e-05,0.004359039478003979,0.9666666388511658,0.9980208277702332,0.05782110244035721
71,1.0,0.9999999403953552,1.5625000742147677e-05,0.004349478054791689,0.9666666388511658,0.9980208277702332,0.057805389165878296
72,1.0,0.9999999403953552,1.5625000742147677e-05,0.004339350387454033,0.9666666388511658,0.9980208277702332,0.05778045579791069
73,1.0,1.0,7.812500371073838e-06,0.004288450349122286,0.9666666388511658,0.9980208277702332,0.05776519700884819
74,1.0,1.0,7.812500371073838e-06,0.004281657747924328,0.9666666388511658,0.9980208277702332,0.05776475369930267
75,1.0,0.9999999403953552,7.812500371073838e-06,0.004275184124708176,0.9666666388511658,0.9980208277702332,0.05771347135305405
76,1.0,0.9999999403953552,7.812500371073838e-06,0.004269708413630724,0.9666666388511658,0.9980208277702332,0.05769212543964386
77,1.0,0.9999999403953552,7.812500371073838e-06,0.004264073446393013,0.9666666388511658,0.9980208277702332,0.05765121430158615
78,1.0,0.9999999403953552,7.812500371073838e-06,0.004258755594491959,0.9666666388511658,0.9980208277702332,0.05764598771929741
79,1.0,1.0,7.812500371073838e-06,0.00425318069756031,0.9666666388511658,0.9980208277702332,0.05760268494486809
80,1.0,1.0,7.812500371073838e-06,0.004247729200869799,0.9666666388511658,0.9980208277702332,0.057586733251810074
81,1.0,1.0,7.812500371073838e-06,0.004241906572133303,0.9666666388511658,0.9980208277702332,0.05755239725112915
82,1.0,1.0,7.812500371073838e-06,0.00423644483089447,0.9666666388511658,0.9980208277702332,0.05754240229725838
83,1.0,1.0,7.812500371073838e-06,0.0042306045070290565,0.9666666388511658,0.9980208277702332,0.05750427767634392
84,1.0,0.9999999403953552,3.906250185536919e-06,0.00420226389542222,0.9666666388511658,0.9980208277702332,0.05751146376132965
85,1.0,0.9999999403953552,3.906250185536919e-06,0.004199052695184946,0.9666666388511658,0.9980208277702332,0.05751539394259453
86,1.0,0.9999999403953552,3.906250185536919e-06,0.004195645917207003,0.9666666388511658,0.9980208277702332,0.057514626532793045
87,1.0,0.9999999403953552,3.906250185536919e-06,0.0041924044489860535,0.9666666388511658,0.9980208277702332,0.05749834328889847
88,1.0,0.9999999403953552,3.906250185536919e-06,0.004189284518361092,0.9666666388511658,0.9980208277702332,0.05748620629310608
89,1.0,0.9999999403953552,3.906250185536919e-06,0.004186065401881933,0.9666666388511658,0.9980208277702332,0.057475704699754715
90,1.0,0.9999999403953552,3.906250185536919e-06,0.004182796459645033,0.9666666388511658,0.9980208277702332,0.05746841803193092
91,1.0,0.9999999403953552,3.906250185536919e-06,0.004179689567536116,0.9666666388511658,0.9980208277702332,0.0574607215821743
92,1.0,0.9999999403953552,1.9531250927684596e-06,0.004164183046668768,0.9666666388511658,0.9980208277702332,0.05746544897556305
93,1.0,0.9999999403953552,1.9531250927684596e-06,0.004162450786679983,0.9666666388511658,0.9980208277702332,0.057466134428977966
94,1.0,0.9999999403953552,1.9531250927684596e-06,0.004160708282142878,0.9666666388511658,0.9980208277702332,0.05745421350002289
95,1.0,0.9999999403953552,1.9531250927684596e-06,0.004158954136073589,0.9666666388511658,0.9980208277702332,0.05743982642889023
96,1.0,0.9999999403953552,9.999999974752427e-07,0.004151019733399153,0.9666666388511658,0.9980208277702332,0.05743924155831337
97,1.0,0.9999999403953552,9.999999974752427e-07,0.004150088876485825,0.9666666388511658,0.9980208277702332,0.0574345700442791
98,1.0,0.9999999403953552,9.999999974752427e-07,0.004149154759943485,0.9666666388511658,0.9980208277702332,0.057430218905210495
99,1.0,0.9999999403953552,9.999999974752427e-07,0.0041482276283204556,0.9666666388511658,0.9980208277702332,0.05742126703262329
