epoch,accuracy,learning_rate,loss,top_2_accuracy,val_accuracy,val_loss,val_top_2_accuracy
0,0.3355119824409485,0.0010000000474974513,1.5746623277664185,0.5816993713378906,0.1666666716337204,15.452478408813477,0.3395061790943146
1,0.5827886462211609,0.0010000000474974513,1.1037118434906006,0.8050109148025513,0.1666666716337204,16.06575584411621,0.29629629850387573
2,0.7080609798431396,0.0010000000474974513,0.8121055364608765,0.9204792976379395,0.1666666716337204,13.48434066772461,0.29629629850387573
3,0.7559912800788879,0.0010000000474974513,0.7009708285331726,0.9379084706306458,0.1666666716337204,8.519767761230469,0.3580246865749359
4,0.8050109148025513,0.0010000000474974513,0.5883901715278625,0.9629629850387573,0.1975308656692505,4.178923606872559,0.3580246865749359
5,0.827886700630188,0.0010000000474974513,0.5254302620887756,0.9749455451965332,0.1419753134250641,4.19767951965332,0.3333333432674408
6,0.8649237751960754,0.0010000000474974513,0.4508894979953766,0.9738562107086182,0.09876543283462524,5.012596130371094,0.23456789553165436
7,0.8627451062202454,0.0010000000474974513,0.42825156450271606,0.9814814925193787,0.1358024626970291,6.215334892272949,0.327160507440567
8,0.8714597225189209,0.0010000000474974513,0.4092053174972534,0.9891067743301392,0.18518517911434174,5.957118034362793,0.32098764181137085
9,0.9008714556694031,0.0005000000237487257,0.3397620916366577,0.9901960492134094,0.2530864179134369,3.746704578399658,0.4691357910633087
10,0.9183006286621094,0.0005000000237487257,0.30759596824645996,0.9978213310241699,0.20370370149612427,4.043672561645508,0.4197530746459961
11,0.9215686321258545,0.0005000000237487257,0.28098800778388977,0.9967319965362549,0.2222222238779068,4.218663215637207,0.48148149251937866
12,0.9313725233078003,0.0005000000237487257,0.25336000323295593,0.9945533871650696,0.35185185074806213,3.8373963832855225,0.48765432834625244
13,0.9389978051185608,0.0005000000237487257,0.2431597113609314,0.9956427216529846,0.29629629850387573,4.029326438903809,0.45679011940956116
14,0.9466230869293213,0.0002500000118743628,0.21583113074302673,1.0,0.21604938805103302,4.493442058563232,0.48765432834625244
15,0.9542483687400818,0.0002500000118743628,0.21382741630077362,0.9978213310241699,0.20987653732299805,4.157408237457275,0.4506172835826874
16,0.9520696997642517,0.0002500000118743628,0.1991063356399536,0.9956427216529846,0.2469135820865631,3.5196375846862793,0.5493826866149902
17,0.9651415944099426,0.0002500000118743628,0.19002875685691833,0.998910665512085,0.29629629850387573,2.8317713737487793,0.5864197611808777
18,0.9629629850387573,0.0002500000118743628,0.18009471893310547,0.9978213310241699,0.32098764181137085,2.035703420639038,0.6728395223617554
19,0.9586056470870972,0.0002500000118743628,0.18795572221279144,0.9956427216529846,0.29629629850387573,3.2711188793182373,0.5679012537002563
20,0.9684095978736877,0.0002500000118743628,0.17549842596054077,0.998910665512085,0.3641975224018097,2.275721311569214,0.6234567761421204
